Datekey_Opening,Date,Year,MonthNo,MonthName,Quarter,YearMonth,WeekdayNo,WeekdayName,FinancialMonth,FinancialQuarter
20130411,11-04-2013,2013,4,April,Q2,Apr-2013,4,Thursday,FM-1,FQ-1
20130412,12-04-2013,2013,4,April,Q2,Apr-2013,5,Friday,FM-1,FQ-1
20130413,13-04-2013,2013,4,April,Q2,Apr-2013,6,Saturday,FM-1,FQ-1
20130414,14-04-2013,2013,4,April,Q2,Apr-2013,7,Sunday,FM-1,FQ-1
20130415,15-04-2013,2013,4,April,Q2,Apr-2013,1,Monday,FM-1,FQ-1
20130416,16-04-2013,2013,4,April,Q2,Apr-2013,2,Tuesday,FM-1,FQ-1
20130417,17-04-2013,2013,4,April,Q2,Apr-2013,3,Wednesday,FM-1,FQ-1
20130418,18-04-2013,2013,4,April,Q2,Apr-2013,4,Thursday,FM-1,FQ-1
20130419,19-04-2013,2013,4,April,Q2,Apr-2013,5,Friday,FM-1,FQ-1
20130420,20-04-2013,2013,4,April,Q2,Apr-2013,6,Saturday,FM-1,FQ-1
20130421,21-04-2013,2013,4,April,Q2,Apr-2013,7,Sunday,FM-1,FQ-1
20130422,22-04-2013,2013,4,April,Q2,Apr-2013,1,Monday,FM-1,FQ-1
20130423,23-04-2013,2013,4,April,Q2,Apr-2013,2,Tuesday,FM-1,FQ-1
20130424,24-04-2013,2013,4,April,Q2,Apr-2013,3,Wednesday,FM-1,FQ-1
20130425,25-04-2013,2013,4,April,Q2,Apr-2013,4,Thursday,FM-1,FQ-1
20130426,26-04-2013,2013,4,April,Q2,Apr-2013,5,Friday,FM-1,FQ-1
20130427,27-04-2013,2013,4,April,Q2,Apr-2013,6,Saturday,FM-1,FQ-1
20130428,28-04-2013,2013,4,April,Q2,Apr-2013,7,Sunday,FM-1,FQ-1
20130429,29-04-2013,2013,4,April,Q2,Apr-2013,1,Monday,FM-1,FQ-1
20130430,30-04-2013,2013,4,April,Q2,Apr-2013,2,Tuesday,FM-1,FQ-1
20130501,01-05-2013,2013,5,May,Q2,May-2013,3,Wednesday,FM-2,FQ-1
20130502,02-05-2013,2013,5,May,Q2,May-2013,4,Thursday,FM-2,FQ-1
20130503,03-05-2013,2013,5,May,Q2,May-2013,5,Friday,FM-2,FQ-1
20130504,04-05-2013,2013,5,May,Q2,May-2013,6,Saturday,FM-2,FQ-1
20130505,05-05-2013,2013,5,May,Q2,May-2013,7,Sunday,FM-2,FQ-1
20130506,06-05-2013,2013,5,May,Q2,May-2013,1,Monday,FM-2,FQ-1
20130507,07-05-2013,2013,5,May,Q2,May-2013,2,Tuesday,FM-2,FQ-1
20130508,08-05-2013,2013,5,May,Q2,May-2013,3,Wednesday,FM-2,FQ-1
20130509,09-05-2013,2013,5,May,Q2,May-2013,4,Thursday,FM-2,FQ-1
20130510,10-05-2013,2013,5,May,Q2,May-2013,5,Friday,FM-2,FQ-1
20130511,11-05-2013,2013,5,May,Q2,May-2013,6,Saturday,FM-2,FQ-1
20130512,12-05-2013,2013,5,May,Q2,May-2013,7,Sunday,FM-2,FQ-1
20130513,13-05-2013,2013,5,May,Q2,May-2013,1,Monday,FM-2,FQ-1
20130514,14-05-2013,2013,5,May,Q2,May-2013,2,Tuesday,FM-2,FQ-1
20130515,15-05-2013,2013,5,May,Q2,May-2013,3,Wednesday,FM-2,FQ-1
20130516,16-05-2013,2013,5,May,Q2,May-2013,4,Thursday,FM-2,FQ-1
20130517,17-05-2013,2013,5,May,Q2,May-2013,5,Friday,FM-2,FQ-1
20130518,18-05-2013,2013,5,May,Q2,May-2013,6,Saturday,FM-2,FQ-1
20130519,19-05-2013,2013,5,May,Q2,May-2013,7,Sunday,FM-2,FQ-1
20130520,20-05-2013,2013,5,May,Q2,May-2013,1,Monday,FM-2,FQ-1
20130521,21-05-2013,2013,5,May,Q2,May-2013,2,Tuesday,FM-2,FQ-1
20130522,22-05-2013,2013,5,May,Q2,May-2013,3,Wednesday,FM-2,FQ-1
20130523,23-05-2013,2013,5,May,Q2,May-2013,4,Thursday,FM-2,FQ-1
20130524,24-05-2013,2013,5,May,Q2,May-2013,5,Friday,FM-2,FQ-1
20130525,25-05-2013,2013,5,May,Q2,May-2013,6,Saturday,FM-2,FQ-1
20130526,26-05-2013,2013,5,May,Q2,May-2013,7,Sunday,FM-2,FQ-1
20130527,27-05-2013,2013,5,May,Q2,May-2013,1,Monday,FM-2,FQ-1
20130528,28-05-2013,2013,5,May,Q2,May-2013,2,Tuesday,FM-2,FQ-1
20130529,29-05-2013,2013,5,May,Q2,May-2013,3,Wednesday,FM-2,FQ-1
20130530,30-05-2013,2013,5,May,Q2,May-2013,4,Thursday,FM-2,FQ-1
20130531,31-05-2013,2013,5,May,Q2,May-2013,5,Friday,FM-2,FQ-1
20130601,01-06-2013,2013,6,June,Q2,Jun-2013,6,Saturday,FM-3,FQ-1
20130602,02-06-2013,2013,6,June,Q2,Jun-2013,7,Sunday,FM-3,FQ-1
20130603,03-06-2013,2013,6,June,Q2,Jun-2013,1,Monday,FM-3,FQ-1
20130604,04-06-2013,2013,6,June,Q2,Jun-2013,2,Tuesday,FM-3,FQ-1
20130605,05-06-2013,2013,6,June,Q2,Jun-2013,3,Wednesday,FM-3,FQ-1
20130606,06-06-2013,2013,6,June,Q2,Jun-2013,4,Thursday,FM-3,FQ-1
20130607,07-06-2013,2013,6,June,Q2,Jun-2013,5,Friday,FM-3,FQ-1
20130608,08-06-2013,2013,6,June,Q2,Jun-2013,6,Saturday,FM-3,FQ-1
20130609,09-06-2013,2013,6,June,Q2,Jun-2013,7,Sunday,FM-3,FQ-1
20130610,10-06-2013,2013,6,June,Q2,Jun-2013,1,Monday,FM-3,FQ-1
20130611,11-06-2013,2013,6,June,Q2,Jun-2013,2,Tuesday,FM-3,FQ-1
20130612,12-06-2013,2013,6,June,Q2,Jun-2013,3,Wednesday,FM-3,FQ-1
20130613,13-06-2013,2013,6,June,Q2,Jun-2013,4,Thursday,FM-3,FQ-1
20130614,14-06-2013,2013,6,June,Q2,Jun-2013,5,Friday,FM-3,FQ-1
20130615,15-06-2013,2013,6,June,Q2,Jun-2013,6,Saturday,FM-3,FQ-1
20130616,16-06-2013,2013,6,June,Q2,Jun-2013,7,Sunday,FM-3,FQ-1
20130617,17-06-2013,2013,6,June,Q2,Jun-2013,1,Monday,FM-3,FQ-1
20130618,18-06-2013,2013,6,June,Q2,Jun-2013,2,Tuesday,FM-3,FQ-1
20130619,19-06-2013,2013,6,June,Q2,Jun-2013,3,Wednesday,FM-3,FQ-1
20130620,20-06-2013,2013,6,June,Q2,Jun-2013,4,Thursday,FM-3,FQ-1
20130621,21-06-2013,2013,6,June,Q2,Jun-2013,5,Friday,FM-3,FQ-1
20130622,22-06-2013,2013,6,June,Q2,Jun-2013,6,Saturday,FM-3,FQ-1
20130623,23-06-2013,2013,6,June,Q2,Jun-2013,7,Sunday,FM-3,FQ-1
20130624,24-06-2013,2013,6,June,Q2,Jun-2013,1,Monday,FM-3,FQ-1
20130625,25-06-2013,2013,6,June,Q2,Jun-2013,2,Tuesday,FM-3,FQ-1
20130626,26-06-2013,2013,6,June,Q2,Jun-2013,3,Wednesday,FM-3,FQ-1
20130627,27-06-2013,2013,6,June,Q2,Jun-2013,4,Thursday,FM-3,FQ-1
20130628,28-06-2013,2013,6,June,Q2,Jun-2013,5,Friday,FM-3,FQ-1
20130629,29-06-2013,2013,6,June,Q2,Jun-2013,6,Saturday,FM-3,FQ-1
20130630,30-06-2013,2013,6,June,Q2,Jun-2013,7,Sunday,FM-3,FQ-1
20130701,01-07-2013,2013,7,July,Q3,Jul-2013,1,Monday,FM-4,FQ-2
20130702,02-07-2013,2013,7,July,Q3,Jul-2013,2,Tuesday,FM-4,FQ-2
20130703,03-07-2013,2013,7,July,Q3,Jul-2013,3,Wednesday,FM-4,FQ-2
20130704,04-07-2013,2013,7,July,Q3,Jul-2013,4,Thursday,FM-4,FQ-2
20130705,05-07-2013,2013,7,July,Q3,Jul-2013,5,Friday,FM-4,FQ-2
20130706,06-07-2013,2013,7,July,Q3,Jul-2013,6,Saturday,FM-4,FQ-2
20130707,07-07-2013,2013,7,July,Q3,Jul-2013,7,Sunday,FM-4,FQ-2
20130708,08-07-2013,2013,7,July,Q3,Jul-2013,1,Monday,FM-4,FQ-2
20130709,09-07-2013,2013,7,July,Q3,Jul-2013,2,Tuesday,FM-4,FQ-2
20130710,10-07-2013,2013,7,July,Q3,Jul-2013,3,Wednesday,FM-4,FQ-2
20130711,11-07-2013,2013,7,July,Q3,Jul-2013,4,Thursday,FM-4,FQ-2
20130712,12-07-2013,2013,7,July,Q3,Jul-2013,5,Friday,FM-4,FQ-2
20130713,13-07-2013,2013,7,July,Q3,Jul-2013,6,Saturday,FM-4,FQ-2
20130714,14-07-2013,2013,7,July,Q3,Jul-2013,7,Sunday,FM-4,FQ-2
20130715,15-07-2013,2013,7,July,Q3,Jul-2013,1,Monday,FM-4,FQ-2
20130716,16-07-2013,2013,7,July,Q3,Jul-2013,2,Tuesday,FM-4,FQ-2
20130717,17-07-2013,2013,7,July,Q3,Jul-2013,3,Wednesday,FM-4,FQ-2
20130718,18-07-2013,2013,7,July,Q3,Jul-2013,4,Thursday,FM-4,FQ-2
20130719,19-07-2013,2013,7,July,Q3,Jul-2013,5,Friday,FM-4,FQ-2
20130720,20-07-2013,2013,7,July,Q3,Jul-2013,6,Saturday,FM-4,FQ-2
20130721,21-07-2013,2013,7,July,Q3,Jul-2013,7,Sunday,FM-4,FQ-2
20130722,22-07-2013,2013,7,July,Q3,Jul-2013,1,Monday,FM-4,FQ-2
20130723,23-07-2013,2013,7,July,Q3,Jul-2013,2,Tuesday,FM-4,FQ-2
20130724,24-07-2013,2013,7,July,Q3,Jul-2013,3,Wednesday,FM-4,FQ-2
20130725,25-07-2013,2013,7,July,Q3,Jul-2013,4,Thursday,FM-4,FQ-2
20130726,26-07-2013,2013,7,July,Q3,Jul-2013,5,Friday,FM-4,FQ-2
20130727,27-07-2013,2013,7,July,Q3,Jul-2013,6,Saturday,FM-4,FQ-2
20130728,28-07-2013,2013,7,July,Q3,Jul-2013,7,Sunday,FM-4,FQ-2
20130729,29-07-2013,2013,7,July,Q3,Jul-2013,1,Monday,FM-4,FQ-2
20130730,30-07-2013,2013,7,July,Q3,Jul-2013,2,Tuesday,FM-4,FQ-2
20130731,31-07-2013,2013,7,July,Q3,Jul-2013,3,Wednesday,FM-4,FQ-2
20130801,01-08-2013,2013,8,August,Q3,Aug-2013,4,Thursday,FM-5,FQ-2
20130802,02-08-2013,2013,8,August,Q3,Aug-2013,5,Friday,FM-5,FQ-2
20130803,03-08-2013,2013,8,August,Q3,Aug-2013,6,Saturday,FM-5,FQ-2
20130804,04-08-2013,2013,8,August,Q3,Aug-2013,7,Sunday,FM-5,FQ-2
20130805,05-08-2013,2013,8,August,Q3,Aug-2013,1,Monday,FM-5,FQ-2
20130806,06-08-2013,2013,8,August,Q3,Aug-2013,2,Tuesday,FM-5,FQ-2
20130807,07-08-2013,2013,8,August,Q3,Aug-2013,3,Wednesday,FM-5,FQ-2
20130808,08-08-2013,2013,8,August,Q3,Aug-2013,4,Thursday,FM-5,FQ-2
20130809,09-08-2013,2013,8,August,Q3,Aug-2013,5,Friday,FM-5,FQ-2
20130810,10-08-2013,2013,8,August,Q3,Aug-2013,6,Saturday,FM-5,FQ-2
20130811,11-08-2013,2013,8,August,Q3,Aug-2013,7,Sunday,FM-5,FQ-2
20130812,12-08-2013,2013,8,August,Q3,Aug-2013,1,Monday,FM-5,FQ-2
20130813,13-08-2013,2013,8,August,Q3,Aug-2013,2,Tuesday,FM-5,FQ-2
20130814,14-08-2013,2013,8,August,Q3,Aug-2013,3,Wednesday,FM-5,FQ-2
20130815,15-08-2013,2013,8,August,Q3,Aug-2013,4,Thursday,FM-5,FQ-2
20130816,16-08-2013,2013,8,August,Q3,Aug-2013,5,Friday,FM-5,FQ-2
20130817,17-08-2013,2013,8,August,Q3,Aug-2013,6,Saturday,FM-5,FQ-2
20130818,18-08-2013,2013,8,August,Q3,Aug-2013,7,Sunday,FM-5,FQ-2
20130819,19-08-2013,2013,8,August,Q3,Aug-2013,1,Monday,FM-5,FQ-2
20130820,20-08-2013,2013,8,August,Q3,Aug-2013,2,Tuesday,FM-5,FQ-2
20130821,21-08-2013,2013,8,August,Q3,Aug-2013,3,Wednesday,FM-5,FQ-2
20130822,22-08-2013,2013,8,August,Q3,Aug-2013,4,Thursday,FM-5,FQ-2
20130823,23-08-2013,2013,8,August,Q3,Aug-2013,5,Friday,FM-5,FQ-2
20130824,24-08-2013,2013,8,August,Q3,Aug-2013,6,Saturday,FM-5,FQ-2
20130825,25-08-2013,2013,8,August,Q3,Aug-2013,7,Sunday,FM-5,FQ-2
20130826,26-08-2013,2013,8,August,Q3,Aug-2013,1,Monday,FM-5,FQ-2
20130827,27-08-2013,2013,8,August,Q3,Aug-2013,2,Tuesday,FM-5,FQ-2
20130828,28-08-2013,2013,8,August,Q3,Aug-2013,3,Wednesday,FM-5,FQ-2
20130829,29-08-2013,2013,8,August,Q3,Aug-2013,4,Thursday,FM-5,FQ-2
20130830,30-08-2013,2013,8,August,Q3,Aug-2013,5,Friday,FM-5,FQ-2
20130831,31-08-2013,2013,8,August,Q3,Aug-2013,6,Saturday,FM-5,FQ-2
20130901,01-09-2013,2013,9,September,Q3,Sep-2013,7,Sunday,FM-6,FQ-2
20130902,02-09-2013,2013,9,September,Q3,Sep-2013,1,Monday,FM-6,FQ-2
20130903,03-09-2013,2013,9,September,Q3,Sep-2013,2,Tuesday,FM-6,FQ-2
20130904,04-09-2013,2013,9,September,Q3,Sep-2013,3,Wednesday,FM-6,FQ-2
20130905,05-09-2013,2013,9,September,Q3,Sep-2013,4,Thursday,FM-6,FQ-2
20130906,06-09-2013,2013,9,September,Q3,Sep-2013,5,Friday,FM-6,FQ-2
20130907,07-09-2013,2013,9,September,Q3,Sep-2013,6,Saturday,FM-6,FQ-2
20130908,08-09-2013,2013,9,September,Q3,Sep-2013,7,Sunday,FM-6,FQ-2
20130909,09-09-2013,2013,9,September,Q3,Sep-2013,1,Monday,FM-6,FQ-2
20130910,10-09-2013,2013,9,September,Q3,Sep-2013,2,Tuesday,FM-6,FQ-2
20130911,11-09-2013,2013,9,September,Q3,Sep-2013,3,Wednesday,FM-6,FQ-2
20130912,12-09-2013,2013,9,September,Q3,Sep-2013,4,Thursday,FM-6,FQ-2
20130913,13-09-2013,2013,9,September,Q3,Sep-2013,5,Friday,FM-6,FQ-2
20130914,14-09-2013,2013,9,September,Q3,Sep-2013,6,Saturday,FM-6,FQ-2
20130915,15-09-2013,2013,9,September,Q3,Sep-2013,7,Sunday,FM-6,FQ-2
20130916,16-09-2013,2013,9,September,Q3,Sep-2013,1,Monday,FM-6,FQ-2
20130917,17-09-2013,2013,9,September,Q3,Sep-2013,2,Tuesday,FM-6,FQ-2
20130918,18-09-2013,2013,9,September,Q3,Sep-2013,3,Wednesday,FM-6,FQ-2
20130919,19-09-2013,2013,9,September,Q3,Sep-2013,4,Thursday,FM-6,FQ-2
20130920,20-09-2013,2013,9,September,Q3,Sep-2013,5,Friday,FM-6,FQ-2
20130921,21-09-2013,2013,9,September,Q3,Sep-2013,6,Saturday,FM-6,FQ-2
20130922,22-09-2013,2013,9,September,Q3,Sep-2013,7,Sunday,FM-6,FQ-2
20130923,23-09-2013,2013,9,September,Q3,Sep-2013,1,Monday,FM-6,FQ-2
20130924,24-09-2013,2013,9,September,Q3,Sep-2013,2,Tuesday,FM-6,FQ-2
20130925,25-09-2013,2013,9,September,Q3,Sep-2013,3,Wednesday,FM-6,FQ-2
20130926,26-09-2013,2013,9,September,Q3,Sep-2013,4,Thursday,FM-6,FQ-2
20130927,27-09-2013,2013,9,September,Q3,Sep-2013,5,Friday,FM-6,FQ-2
20130928,28-09-2013,2013,9,September,Q3,Sep-2013,6,Saturday,FM-6,FQ-2
20130929,29-09-2013,2013,9,September,Q3,Sep-2013,7,Sunday,FM-6,FQ-2
20130930,30-09-2013,2013,9,September,Q3,Sep-2013,1,Monday,FM-6,FQ-2
20131001,01-10-2013,2013,10,October,Q4,Oct-2013,2,Tuesday,FM-7,FQ-3
20131002,02-10-2013,2013,10,October,Q4,Oct-2013,3,Wednesday,FM-7,FQ-3
20131003,03-10-2013,2013,10,October,Q4,Oct-2013,4,Thursday,FM-7,FQ-3
20131004,04-10-2013,2013,10,October,Q4,Oct-2013,5,Friday,FM-7,FQ-3
20131005,05-10-2013,2013,10,October,Q4,Oct-2013,6,Saturday,FM-7,FQ-3
20131006,06-10-2013,2013,10,October,Q4,Oct-2013,7,Sunday,FM-7,FQ-3
20131007,07-10-2013,2013,10,October,Q4,Oct-2013,1,Monday,FM-7,FQ-3
20131008,08-10-2013,2013,10,October,Q4,Oct-2013,2,Tuesday,FM-7,FQ-3
20131009,09-10-2013,2013,10,October,Q4,Oct-2013,3,Wednesday,FM-7,FQ-3
20131010,10-10-2013,2013,10,October,Q4,Oct-2013,4,Thursday,FM-7,FQ-3
20131011,11-10-2013,2013,10,October,Q4,Oct-2013,5,Friday,FM-7,FQ-3
20131012,12-10-2013,2013,10,October,Q4,Oct-2013,6,Saturday,FM-7,FQ-3
20131013,13-10-2013,2013,10,October,Q4,Oct-2013,7,Sunday,FM-7,FQ-3
20131014,14-10-2013,2013,10,October,Q4,Oct-2013,1,Monday,FM-7,FQ-3
20131015,15-10-2013,2013,10,October,Q4,Oct-2013,2,Tuesday,FM-7,FQ-3
20131016,16-10-2013,2013,10,October,Q4,Oct-2013,3,Wednesday,FM-7,FQ-3
20131017,17-10-2013,2013,10,October,Q4,Oct-2013,4,Thursday,FM-7,FQ-3
20131018,18-10-2013,2013,10,October,Q4,Oct-2013,5,Friday,FM-7,FQ-3
20131019,19-10-2013,2013,10,October,Q4,Oct-2013,6,Saturday,FM-7,FQ-3
20131020,20-10-2013,2013,10,October,Q4,Oct-2013,7,Sunday,FM-7,FQ-3
20131021,21-10-2013,2013,10,October,Q4,Oct-2013,1,Monday,FM-7,FQ-3
20131022,22-10-2013,2013,10,October,Q4,Oct-2013,2,Tuesday,FM-7,FQ-3
20131023,23-10-2013,2013,10,October,Q4,Oct-2013,3,Wednesday,FM-7,FQ-3
20131024,24-10-2013,2013,10,October,Q4,Oct-2013,4,Thursday,FM-7,FQ-3
20131025,25-10-2013,2013,10,October,Q4,Oct-2013,5,Friday,FM-7,FQ-3
20131026,26-10-2013,2013,10,October,Q4,Oct-2013,6,Saturday,FM-7,FQ-3
20131027,27-10-2013,2013,10,October,Q4,Oct-2013,7,Sunday,FM-7,FQ-3
20131028,28-10-2013,2013,10,October,Q4,Oct-2013,1,Monday,FM-7,FQ-3
20131029,29-10-2013,2013,10,October,Q4,Oct-2013,2,Tuesday,FM-7,FQ-3
20131030,30-10-2013,2013,10,October,Q4,Oct-2013,3,Wednesday,FM-7,FQ-3
20131031,31-10-2013,2013,10,October,Q4,Oct-2013,4,Thursday,FM-7,FQ-3
20131101,01-11-2013,2013,11,November,Q4,Nov-2013,5,Friday,FM-8,FQ-3
20131102,02-11-2013,2013,11,November,Q4,Nov-2013,6,Saturday,FM-8,FQ-3
20131103,03-11-2013,2013,11,November,Q4,Nov-2013,7,Sunday,FM-8,FQ-3
20131104,04-11-2013,2013,11,November,Q4,Nov-2013,1,Monday,FM-8,FQ-3
20131105,05-11-2013,2013,11,November,Q4,Nov-2013,2,Tuesday,FM-8,FQ-3
20131106,06-11-2013,2013,11,November,Q4,Nov-2013,3,Wednesday,FM-8,FQ-3
20131107,07-11-2013,2013,11,November,Q4,Nov-2013,4,Thursday,FM-8,FQ-3
20131108,08-11-2013,2013,11,November,Q4,Nov-2013,5,Friday,FM-8,FQ-3
20131109,09-11-2013,2013,11,November,Q4,Nov-2013,6,Saturday,FM-8,FQ-3
20131110,10-11-2013,2013,11,November,Q4,Nov-2013,7,Sunday,FM-8,FQ-3
20131111,11-11-2013,2013,11,November,Q4,Nov-2013,1,Monday,FM-8,FQ-3
20131112,12-11-2013,2013,11,November,Q4,Nov-2013,2,Tuesday,FM-8,FQ-3
20131113,13-11-2013,2013,11,November,Q4,Nov-2013,3,Wednesday,FM-8,FQ-3
20131114,14-11-2013,2013,11,November,Q4,Nov-2013,4,Thursday,FM-8,FQ-3
20131115,15-11-2013,2013,11,November,Q4,Nov-2013,5,Friday,FM-8,FQ-3
20131116,16-11-2013,2013,11,November,Q4,Nov-2013,6,Saturday,FM-8,FQ-3
20131117,17-11-2013,2013,11,November,Q4,Nov-2013,7,Sunday,FM-8,FQ-3
20131118,18-11-2013,2013,11,November,Q4,Nov-2013,1,Monday,FM-8,FQ-3
20131119,19-11-2013,2013,11,November,Q4,Nov-2013,2,Tuesday,FM-8,FQ-3
20131120,20-11-2013,2013,11,November,Q4,Nov-2013,3,Wednesday,FM-8,FQ-3
20131121,21-11-2013,2013,11,November,Q4,Nov-2013,4,Thursday,FM-8,FQ-3
20131122,22-11-2013,2013,11,November,Q4,Nov-2013,5,Friday,FM-8,FQ-3
20131123,23-11-2013,2013,11,November,Q4,Nov-2013,6,Saturday,FM-8,FQ-3
20131124,24-11-2013,2013,11,November,Q4,Nov-2013,7,Sunday,FM-8,FQ-3
20131125,25-11-2013,2013,11,November,Q4,Nov-2013,1,Monday,FM-8,FQ-3
20131126,26-11-2013,2013,11,November,Q4,Nov-2013,2,Tuesday,FM-8,FQ-3
20131127,27-11-2013,2013,11,November,Q4,Nov-2013,3,Wednesday,FM-8,FQ-3
20131128,28-11-2013,2013,11,November,Q4,Nov-2013,4,Thursday,FM-8,FQ-3
20131129,29-11-2013,2013,11,November,Q4,Nov-2013,5,Friday,FM-8,FQ-3
20131130,30-11-2013,2013,11,November,Q4,Nov-2013,6,Saturday,FM-8,FQ-3
20131201,01-12-2013,2013,12,December,Q4,Dec-2013,7,Sunday,FM-9,FQ-3
20131202,02-12-2013,2013,12,December,Q4,Dec-2013,1,Monday,FM-9,FQ-3
20131203,03-12-2013,2013,12,December,Q4,Dec-2013,2,Tuesday,FM-9,FQ-3
20131204,04-12-2013,2013,12,December,Q4,Dec-2013,3,Wednesday,FM-9,FQ-3
20131205,05-12-2013,2013,12,December,Q4,Dec-2013,4,Thursday,FM-9,FQ-3
20131206,06-12-2013,2013,12,December,Q4,Dec-2013,5,Friday,FM-9,FQ-3
20131207,07-12-2013,2013,12,December,Q4,Dec-2013,6,Saturday,FM-9,FQ-3
20131208,08-12-2013,2013,12,December,Q4,Dec-2013,7,Sunday,FM-9,FQ-3
20131209,09-12-2013,2013,12,December,Q4,Dec-2013,1,Monday,FM-9,FQ-3
20131210,10-12-2013,2013,12,December,Q4,Dec-2013,2,Tuesday,FM-9,FQ-3
20131211,11-12-2013,2013,12,December,Q4,Dec-2013,3,Wednesday,FM-9,FQ-3
20131212,12-12-2013,2013,12,December,Q4,Dec-2013,4,Thursday,FM-9,FQ-3
20131213,13-12-2013,2013,12,December,Q4,Dec-2013,5,Friday,FM-9,FQ-3
20131214,14-12-2013,2013,12,December,Q4,Dec-2013,6,Saturday,FM-9,FQ-3
20131215,15-12-2013,2013,12,December,Q4,Dec-2013,7,Sunday,FM-9,FQ-3
20131216,16-12-2013,2013,12,December,Q4,Dec-2013,1,Monday,FM-9,FQ-3
20131217,17-12-2013,2013,12,December,Q4,Dec-2013,2,Tuesday,FM-9,FQ-3
20131218,18-12-2013,2013,12,December,Q4,Dec-2013,3,Wednesday,FM-9,FQ-3
20131219,19-12-2013,2013,12,December,Q4,Dec-2013,4,Thursday,FM-9,FQ-3
20131220,20-12-2013,2013,12,December,Q4,Dec-2013,5,Friday,FM-9,FQ-3
20131221,21-12-2013,2013,12,December,Q4,Dec-2013,6,Saturday,FM-9,FQ-3
20131222,22-12-2013,2013,12,December,Q4,Dec-2013,7,Sunday,FM-9,FQ-3
20131223,23-12-2013,2013,12,December,Q4,Dec-2013,1,Monday,FM-9,FQ-3
20131224,24-12-2013,2013,12,December,Q4,Dec-2013,2,Tuesday,FM-9,FQ-3
20131225,25-12-2013,2013,12,December,Q4,Dec-2013,3,Wednesday,FM-9,FQ-3
20131226,26-12-2013,2013,12,December,Q4,Dec-2013,4,Thursday,FM-9,FQ-3
20131227,27-12-2013,2013,12,December,Q4,Dec-2013,5,Friday,FM-9,FQ-3
20131228,28-12-2013,2013,12,December,Q4,Dec-2013,6,Saturday,FM-9,FQ-3
20131229,29-12-2013,2013,12,December,Q4,Dec-2013,7,Sunday,FM-9,FQ-3
20131230,30-12-2013,2013,12,December,Q4,Dec-2013,1,Monday,FM-9,FQ-3
20131231,31-12-2013,2013,12,December,Q4,Dec-2013,2,Tuesday,FM-9,FQ-3
20140101,01-01-2014,2014,1,January,Q1,Jan-2014,3,Wednesday,FM-10,FQ-4
20140102,02-01-2014,2014,1,January,Q1,Jan-2014,4,Thursday,FM-10,FQ-4
20140103,03-01-2014,2014,1,January,Q1,Jan-2014,5,Friday,FM-10,FQ-4
20140104,04-01-2014,2014,1,January,Q1,Jan-2014,6,Saturday,FM-10,FQ-4
20140105,05-01-2014,2014,1,January,Q1,Jan-2014,7,Sunday,FM-10,FQ-4
20140106,06-01-2014,2014,1,January,Q1,Jan-2014,1,Monday,FM-10,FQ-4
20140107,07-01-2014,2014,1,January,Q1,Jan-2014,2,Tuesday,FM-10,FQ-4
20140108,08-01-2014,2014,1,January,Q1,Jan-2014,3,Wednesday,FM-10,FQ-4
20140109,09-01-2014,2014,1,January,Q1,Jan-2014,4,Thursday,FM-10,FQ-4
20140110,10-01-2014,2014,1,January,Q1,Jan-2014,5,Friday,FM-10,FQ-4
20140111,11-01-2014,2014,1,January,Q1,Jan-2014,6,Saturday,FM-10,FQ-4
20140112,12-01-2014,2014,1,January,Q1,Jan-2014,7,Sunday,FM-10,FQ-4
20140113,13-01-2014,2014,1,January,Q1,Jan-2014,1,Monday,FM-10,FQ-4
20140114,14-01-2014,2014,1,January,Q1,Jan-2014,2,Tuesday,FM-10,FQ-4
20140115,15-01-2014,2014,1,January,Q1,Jan-2014,3,Wednesday,FM-10,FQ-4
20140116,16-01-2014,2014,1,January,Q1,Jan-2014,4,Thursday,FM-10,FQ-4
20140117,17-01-2014,2014,1,January,Q1,Jan-2014,5,Friday,FM-10,FQ-4
20140118,18-01-2014,2014,1,January,Q1,Jan-2014,6,Saturday,FM-10,FQ-4
20140119,19-01-2014,2014,1,January,Q1,Jan-2014,7,Sunday,FM-10,FQ-4
20140120,20-01-2014,2014,1,January,Q1,Jan-2014,1,Monday,FM-10,FQ-4
20140121,21-01-2014,2014,1,January,Q1,Jan-2014,2,Tuesday,FM-10,FQ-4
20140122,22-01-2014,2014,1,January,Q1,Jan-2014,3,Wednesday,FM-10,FQ-4
20140123,23-01-2014,2014,1,January,Q1,Jan-2014,4,Thursday,FM-10,FQ-4
20140124,24-01-2014,2014,1,January,Q1,Jan-2014,5,Friday,FM-10,FQ-4
20140125,25-01-2014,2014,1,January,Q1,Jan-2014,6,Saturday,FM-10,FQ-4
20140126,26-01-2014,2014,1,January,Q1,Jan-2014,7,Sunday,FM-10,FQ-4
20140127,27-01-2014,2014,1,January,Q1,Jan-2014,1,Monday,FM-10,FQ-4
20140128,28-01-2014,2014,1,January,Q1,Jan-2014,2,Tuesday,FM-10,FQ-4
20140129,29-01-2014,2014,1,January,Q1,Jan-2014,3,Wednesday,FM-10,FQ-4
20140130,30-01-2014,2014,1,January,Q1,Jan-2014,4,Thursday,FM-10,FQ-4
20140131,31-01-2014,2014,1,January,Q1,Jan-2014,5,Friday,FM-10,FQ-4
20140201,01-02-2014,2014,2,February,Q1,Feb-2014,6,Saturday,FM-11,FQ-4
