Datekey_Opening,Date,Year,MonthNo,MonthName,Quarter,YearMonth,WeekdayNo,WeekdayName,FinancialMonth,FinancialQuarter
20140617,17-06-2014,2014,6,June,Q2,Jun-2014,2,Tuesday,FM-3,FQ-1
20140618,18-06-2014,2014,6,June,Q2,Jun-2014,3,Wednesday,FM-3,FQ-1
20140619,19-06-2014,2014,6,June,Q2,Jun-2014,4,Thursday,FM-3,FQ-1
20140620,20-06-2014,2014,6,June,Q2,Jun-2014,5,Friday,FM-3,FQ-1
20140621,21-06-2014,2014,6,June,Q2,Jun-2014,6,Saturday,FM-3,FQ-1
20140622,22-06-2014,2014,6,June,Q2,Jun-2014,7,Sunday,FM-3,FQ-1
20140623,23-06-2014,2014,6,June,Q2,Jun-2014,1,Monday,FM-3,FQ-1
20140624,24-06-2014,2014,6,June,Q2,Jun-2014,2,Tuesday,FM-3,FQ-1
20140625,25-06-2014,2014,6,June,Q2,Jun-2014,3,Wednesday,FM-3,FQ-1
20140626,26-06-2014,2014,6,June,Q2,Jun-2014,4,Thursday,FM-3,FQ-1
20140627,27-06-2014,2014,6,June,Q2,Jun-2014,5,Friday,FM-3,FQ-1
20140628,28-06-2014,2014,6,June,Q2,Jun-2014,6,Saturday,FM-3,FQ-1
20140629,29-06-2014,2014,6,June,Q2,Jun-2014,7,Sunday,FM-3,FQ-1
20140630,30-06-2014,2014,6,June,Q2,Jun-2014,1,Monday,FM-3,FQ-1
20140701,01-07-2014,2014,7,July,Q3,Jul-2014,2,Tuesday,FM-4,FQ-2
20140702,02-07-2014,2014,7,July,Q3,Jul-2014,3,Wednesday,FM-4,FQ-2
20140703,03-07-2014,2014,7,July,Q3,Jul-2014,4,Thursday,FM-4,FQ-2
20140704,04-07-2014,2014,7,July,Q3,Jul-2014,5,Friday,FM-4,FQ-2
20140705,05-07-2014,2014,7,July,Q3,Jul-2014,6,Saturday,FM-4,FQ-2
20140706,06-07-2014,2014,7,July,Q3,Jul-2014,7,Sunday,FM-4,FQ-2
20140707,07-07-2014,2014,7,July,Q3,Jul-2014,1,Monday,FM-4,FQ-2
20140708,08-07-2014,2014,7,July,Q3,Jul-2014,2,Tuesday,FM-4,FQ-2
20140709,09-07-2014,2014,7,July,Q3,Jul-2014,3,Wednesday,FM-4,FQ-2
20140710,10-07-2014,2014,7,July,Q3,Jul-2014,4,Thursday,FM-4,FQ-2
20140711,11-07-2014,2014,7,July,Q3,Jul-2014,5,Friday,FM-4,FQ-2
20140712,12-07-2014,2014,7,July,Q3,Jul-2014,6,Saturday,FM-4,FQ-2
20140713,13-07-2014,2014,7,July,Q3,Jul-2014,7,Sunday,FM-4,FQ-2
20140714,14-07-2014,2014,7,July,Q3,Jul-2014,1,Monday,FM-4,FQ-2
20140715,15-07-2014,2014,7,July,Q3,Jul-2014,2,Tuesday,FM-4,FQ-2
20140716,16-07-2014,2014,7,July,Q3,Jul-2014,3,Wednesday,FM-4,FQ-2
20140717,17-07-2014,2014,7,July,Q3,Jul-2014,4,Thursday,FM-4,FQ-2
20140718,18-07-2014,2014,7,July,Q3,Jul-2014,5,Friday,FM-4,FQ-2
20140719,19-07-2014,2014,7,July,Q3,Jul-2014,6,Saturday,FM-4,FQ-2
20140720,20-07-2014,2014,7,July,Q3,Jul-2014,7,Sunday,FM-4,FQ-2
20140721,21-07-2014,2014,7,July,Q3,Jul-2014,1,Monday,FM-4,FQ-2
20140722,22-07-2014,2014,7,July,Q3,Jul-2014,2,Tuesday,FM-4,FQ-2
20140723,23-07-2014,2014,7,July,Q3,Jul-2014,3,Wednesday,FM-4,FQ-2
20140724,24-07-2014,2014,7,July,Q3,Jul-2014,4,Thursday,FM-4,FQ-2
20140725,25-07-2014,2014,7,July,Q3,Jul-2014,5,Friday,FM-4,FQ-2
20140726,26-07-2014,2014,7,July,Q3,Jul-2014,6,Saturday,FM-4,FQ-2
20140727,27-07-2014,2014,7,July,Q3,Jul-2014,7,Sunday,FM-4,FQ-2
20140728,28-07-2014,2014,7,July,Q3,Jul-2014,1,Monday,FM-4,FQ-2
20140729,29-07-2014,2014,7,July,Q3,Jul-2014,2,Tuesday,FM-4,FQ-2
20140730,30-07-2014,2014,7,July,Q3,Jul-2014,3,Wednesday,FM-4,FQ-2
20140731,31-07-2014,2014,7,July,Q3,Jul-2014,4,Thursday,FM-4,FQ-2
20140801,01-08-2014,2014,8,August,Q3,Aug-2014,5,Friday,FM-5,FQ-2
20140802,02-08-2014,2014,8,August,Q3,Aug-2014,6,Saturday,FM-5,FQ-2
20140803,03-08-2014,2014,8,August,Q3,Aug-2014,7,Sunday,FM-5,FQ-2
20140804,04-08-2014,2014,8,August,Q3,Aug-2014,1,Monday,FM-5,FQ-2
20140805,05-08-2014,2014,8,August,Q3,Aug-2014,2,Tuesday,FM-5,FQ-2
20140806,06-08-2014,2014,8,August,Q3,Aug-2014,3,Wednesday,FM-5,FQ-2
20140807,07-08-2014,2014,8,August,Q3,Aug-2014,4,Thursday,FM-5,FQ-2
20140808,08-08-2014,2014,8,August,Q3,Aug-2014,5,Friday,FM-5,FQ-2
20140809,09-08-2014,2014,8,August,Q3,Aug-2014,6,Saturday,FM-5,FQ-2
20140810,10-08-2014,2014,8,August,Q3,Aug-2014,7,Sunday,FM-5,FQ-2
20140811,11-08-2014,2014,8,August,Q3,Aug-2014,1,Monday,FM-5,FQ-2
20140812,12-08-2014,2014,8,August,Q3,Aug-2014,2,Tuesday,FM-5,FQ-2
20140813,13-08-2014,2014,8,August,Q3,Aug-2014,3,Wednesday,FM-5,FQ-2
20140814,14-08-2014,2014,8,August,Q3,Aug-2014,4,Thursday,FM-5,FQ-2
20140815,15-08-2014,2014,8,August,Q3,Aug-2014,5,Friday,FM-5,FQ-2
20140816,16-08-2014,2014,8,August,Q3,Aug-2014,6,Saturday,FM-5,FQ-2
20140817,17-08-2014,2014,8,August,Q3,Aug-2014,7,Sunday,FM-5,FQ-2
20140818,18-08-2014,2014,8,August,Q3,Aug-2014,1,Monday,FM-5,FQ-2
20140819,19-08-2014,2014,8,August,Q3,Aug-2014,2,Tuesday,FM-5,FQ-2
20140820,20-08-2014,2014,8,August,Q3,Aug-2014,3,Wednesday,FM-5,FQ-2
20140821,21-08-2014,2014,8,August,Q3,Aug-2014,4,Thursday,FM-5,FQ-2
20140822,22-08-2014,2014,8,August,Q3,Aug-2014,5,Friday,FM-5,FQ-2
20140823,23-08-2014,2014,8,August,Q3,Aug-2014,6,Saturday,FM-5,FQ-2
20140824,24-08-2014,2014,8,August,Q3,Aug-2014,7,Sunday,FM-5,FQ-2
20140825,25-08-2014,2014,8,August,Q3,Aug-2014,1,Monday,FM-5,FQ-2
20140826,26-08-2014,2014,8,August,Q3,Aug-2014,2,Tuesday,FM-5,FQ-2
20140827,27-08-2014,2014,8,August,Q3,Aug-2014,3,Wednesday,FM-5,FQ-2
20140828,28-08-2014,2014,8,August,Q3,Aug-2014,4,Thursday,FM-5,FQ-2
20140829,29-08-2014,2014,8,August,Q3,Aug-2014,5,Friday,FM-5,FQ-2
20140830,30-08-2014,2014,8,August,Q3,Aug-2014,6,Saturday,FM-5,FQ-2
20140831,31-08-2014,2014,8,August,Q3,Aug-2014,7,Sunday,FM-5,FQ-2
20140901,01-09-2014,2014,9,September,Q3,Sep-2014,1,Monday,FM-6,FQ-2
20140902,02-09-2014,2014,9,September,Q3,Sep-2014,2,Tuesday,FM-6,FQ-2
20140903,03-09-2014,2014,9,September,Q3,Sep-2014,3,Wednesday,FM-6,FQ-2
20140904,04-09-2014,2014,9,September,Q3,Sep-2014,4,Thursday,FM-6,FQ-2
20140905,05-09-2014,2014,9,September,Q3,Sep-2014,5,Friday,FM-6,FQ-2
20140906,06-09-2014,2014,9,September,Q3,Sep-2014,6,Saturday,FM-6,FQ-2
20140907,07-09-2014,2014,9,September,Q3,Sep-2014,7,Sunday,FM-6,FQ-2
20140908,08-09-2014,2014,9,September,Q3,Sep-2014,1,Monday,FM-6,FQ-2
20140909,09-09-2014,2014,9,September,Q3,Sep-2014,2,Tuesday,FM-6,FQ-2
20140910,10-09-2014,2014,9,September,Q3,Sep-2014,3,Wednesday,FM-6,FQ-2
20140911,11-09-2014,2014,9,September,Q3,Sep-2014,4,Thursday,FM-6,FQ-2
20140912,12-09-2014,2014,9,September,Q3,Sep-2014,5,Friday,FM-6,FQ-2
20140913,13-09-2014,2014,9,September,Q3,Sep-2014,6,Saturday,FM-6,FQ-2
20140914,14-09-2014,2014,9,September,Q3,Sep-2014,7,Sunday,FM-6,FQ-2
20140915,15-09-2014,2014,9,September,Q3,Sep-2014,1,Monday,FM-6,FQ-2
20140916,16-09-2014,2014,9,September,Q3,Sep-2014,2,Tuesday,FM-6,FQ-2
20140917,17-09-2014,2014,9,September,Q3,Sep-2014,3,Wednesday,FM-6,FQ-2
20140918,18-09-2014,2014,9,September,Q3,Sep-2014,4,Thursday,FM-6,FQ-2
20140919,19-09-2014,2014,9,September,Q3,Sep-2014,5,Friday,FM-6,FQ-2
20140920,20-09-2014,2014,9,September,Q3,Sep-2014,6,Saturday,FM-6,FQ-2
20140921,21-09-2014,2014,9,September,Q3,Sep-2014,7,Sunday,FM-6,FQ-2
20140922,22-09-2014,2014,9,September,Q3,Sep-2014,1,Monday,FM-6,FQ-2
20140923,23-09-2014,2014,9,September,Q3,Sep-2014,2,Tuesday,FM-6,FQ-2
20140924,24-09-2014,2014,9,September,Q3,Sep-2014,3,Wednesday,FM-6,FQ-2
20140925,25-09-2014,2014,9,September,Q3,Sep-2014,4,Thursday,FM-6,FQ-2
20140926,26-09-2014,2014,9,September,Q3,Sep-2014,5,Friday,FM-6,FQ-2
20140927,27-09-2014,2014,9,September,Q3,Sep-2014,6,Saturday,FM-6,FQ-2
20140928,28-09-2014,2014,9,September,Q3,Sep-2014,7,Sunday,FM-6,FQ-2
20140929,29-09-2014,2014,9,September,Q3,Sep-2014,1,Monday,FM-6,FQ-2
20140930,30-09-2014,2014,9,September,Q3,Sep-2014,2,Tuesday,FM-6,FQ-2
20141001,01-10-2014,2014,10,October,Q4,Oct-2014,3,Wednesday,FM-7,FQ-3
20141002,02-10-2014,2014,10,October,Q4,Oct-2014,4,Thursday,FM-7,FQ-3
20141003,03-10-2014,2014,10,October,Q4,Oct-2014,5,Friday,FM-7,FQ-3
20141004,04-10-2014,2014,10,October,Q4,Oct-2014,6,Saturday,FM-7,FQ-3
20141005,05-10-2014,2014,10,October,Q4,Oct-2014,7,Sunday,FM-7,FQ-3
20141006,06-10-2014,2014,10,October,Q4,Oct-2014,1,Monday,FM-7,FQ-3
20141007,07-10-2014,2014,10,October,Q4,Oct-2014,2,Tuesday,FM-7,FQ-3
20141008,08-10-2014,2014,10,October,Q4,Oct-2014,3,Wednesday,FM-7,FQ-3
20141009,09-10-2014,2014,10,October,Q4,Oct-2014,4,Thursday,FM-7,FQ-3
20141010,10-10-2014,2014,10,October,Q4,Oct-2014,5,Friday,FM-7,FQ-3
20141011,11-10-2014,2014,10,October,Q4,Oct-2014,6,Saturday,FM-7,FQ-3
20141012,12-10-2014,2014,10,October,Q4,Oct-2014,7,Sunday,FM-7,FQ-3
20141013,13-10-2014,2014,10,October,Q4,Oct-2014,1,Monday,FM-7,FQ-3
20141014,14-10-2014,2014,10,October,Q4,Oct-2014,2,Tuesday,FM-7,FQ-3
20141015,15-10-2014,2014,10,October,Q4,Oct-2014,3,Wednesday,FM-7,FQ-3
20141016,16-10-2014,2014,10,October,Q4,Oct-2014,4,Thursday,FM-7,FQ-3
20141017,17-10-2014,2014,10,October,Q4,Oct-2014,5,Friday,FM-7,FQ-3
20141018,18-10-2014,2014,10,October,Q4,Oct-2014,6,Saturday,FM-7,FQ-3
20141019,19-10-2014,2014,10,October,Q4,Oct-2014,7,Sunday,FM-7,FQ-3
20141020,20-10-2014,2014,10,October,Q4,Oct-2014,1,Monday,FM-7,FQ-3
20141021,21-10-2014,2014,10,October,Q4,Oct-2014,2,Tuesday,FM-7,FQ-3
20141022,22-10-2014,2014,10,October,Q4,Oct-2014,3,Wednesday,FM-7,FQ-3
20141023,23-10-2014,2014,10,October,Q4,Oct-2014,4,Thursday,FM-7,FQ-3
20141024,24-10-2014,2014,10,October,Q4,Oct-2014,5,Friday,FM-7,FQ-3
20141025,25-10-2014,2014,10,October,Q4,Oct-2014,6,Saturday,FM-7,FQ-3
20141026,26-10-2014,2014,10,October,Q4,Oct-2014,7,Sunday,FM-7,FQ-3
20141027,27-10-2014,2014,10,October,Q4,Oct-2014,1,Monday,FM-7,FQ-3
20141028,28-10-2014,2014,10,October,Q4,Oct-2014,2,Tuesday,FM-7,FQ-3
20141029,29-10-2014,2014,10,October,Q4,Oct-2014,3,Wednesday,FM-7,FQ-3
20141030,30-10-2014,2014,10,October,Q4,Oct-2014,4,Thursday,FM-7,FQ-3
20141031,31-10-2014,2014,10,October,Q4,Oct-2014,5,Friday,FM-7,FQ-3
20141101,01-11-2014,2014,11,November,Q4,Nov-2014,6,Saturday,FM-8,FQ-3
20141102,02-11-2014,2014,11,November,Q4,Nov-2014,7,Sunday,FM-8,FQ-3
20141103,03-11-2014,2014,11,November,Q4,Nov-2014,1,Monday,FM-8,FQ-3
20141104,04-11-2014,2014,11,November,Q4,Nov-2014,2,Tuesday,FM-8,FQ-3
20141105,05-11-2014,2014,11,November,Q4,Nov-2014,3,Wednesday,FM-8,FQ-3
20141106,06-11-2014,2014,11,November,Q4,Nov-2014,4,Thursday,FM-8,FQ-3
20141107,07-11-2014,2014,11,November,Q4,Nov-2014,5,Friday,FM-8,FQ-3
20141108,08-11-2014,2014,11,November,Q4,Nov-2014,6,Saturday,FM-8,FQ-3
20141109,09-11-2014,2014,11,November,Q4,Nov-2014,7,Sunday,FM-8,FQ-3
20141110,10-11-2014,2014,11,November,Q4,Nov-2014,1,Monday,FM-8,FQ-3
20141111,11-11-2014,2014,11,November,Q4,Nov-2014,2,Tuesday,FM-8,FQ-3
20141112,12-11-2014,2014,11,November,Q4,Nov-2014,3,Wednesday,FM-8,FQ-3
20141113,13-11-2014,2014,11,November,Q4,Nov-2014,4,Thursday,FM-8,FQ-3
20141114,14-11-2014,2014,11,November,Q4,Nov-2014,5,Friday,FM-8,FQ-3
20141115,15-11-2014,2014,11,November,Q4,Nov-2014,6,Saturday,FM-8,FQ-3
20141116,16-11-2014,2014,11,November,Q4,Nov-2014,7,Sunday,FM-8,FQ-3
20141117,17-11-2014,2014,11,November,Q4,Nov-2014,1,Monday,FM-8,FQ-3
20141118,18-11-2014,2014,11,November,Q4,Nov-2014,2,Tuesday,FM-8,FQ-3
20141119,19-11-2014,2014,11,November,Q4,Nov-2014,3,Wednesday,FM-8,FQ-3
20141120,20-11-2014,2014,11,November,Q4,Nov-2014,4,Thursday,FM-8,FQ-3
20141121,21-11-2014,2014,11,November,Q4,Nov-2014,5,Friday,FM-8,FQ-3
20141122,22-11-2014,2014,11,November,Q4,Nov-2014,6,Saturday,FM-8,FQ-3
20141123,23-11-2014,2014,11,November,Q4,Nov-2014,7,Sunday,FM-8,FQ-3
20141124,24-11-2014,2014,11,November,Q4,Nov-2014,1,Monday,FM-8,FQ-3
20141125,25-11-2014,2014,11,November,Q4,Nov-2014,2,Tuesday,FM-8,FQ-3
20141126,26-11-2014,2014,11,November,Q4,Nov-2014,3,Wednesday,FM-8,FQ-3
20141127,27-11-2014,2014,11,November,Q4,Nov-2014,4,Thursday,FM-8,FQ-3
20141128,28-11-2014,2014,11,November,Q4,Nov-2014,5,Friday,FM-8,FQ-3
20141129,29-11-2014,2014,11,November,Q4,Nov-2014,6,Saturday,FM-8,FQ-3
20141130,30-11-2014,2014,11,November,Q4,Nov-2014,7,Sunday,FM-8,FQ-3
20141201,01-12-2014,2014,12,December,Q4,Dec-2014,1,Monday,FM-9,FQ-3
20141202,02-12-2014,2014,12,December,Q4,Dec-2014,2,Tuesday,FM-9,FQ-3
20141203,03-12-2014,2014,12,December,Q4,Dec-2014,3,Wednesday,FM-9,FQ-3
20141204,04-12-2014,2014,12,December,Q4,Dec-2014,4,Thursday,FM-9,FQ-3
20141205,05-12-2014,2014,12,December,Q4,Dec-2014,5,Friday,FM-9,FQ-3
20141206,06-12-2014,2014,12,December,Q4,Dec-2014,6,Saturday,FM-9,FQ-3
20141207,07-12-2014,2014,12,December,Q4,Dec-2014,7,Sunday,FM-9,FQ-3
20141208,08-12-2014,2014,12,December,Q4,Dec-2014,1,Monday,FM-9,FQ-3
20141209,09-12-2014,2014,12,December,Q4,Dec-2014,2,Tuesday,FM-9,FQ-3
20141210,10-12-2014,2014,12,December,Q4,Dec-2014,3,Wednesday,FM-9,FQ-3
20141211,11-12-2014,2014,12,December,Q4,Dec-2014,4,Thursday,FM-9,FQ-3
20141212,12-12-2014,2014,12,December,Q4,Dec-2014,5,Friday,FM-9,FQ-3
20141213,13-12-2014,2014,12,December,Q4,Dec-2014,6,Saturday,FM-9,FQ-3
20141214,14-12-2014,2014,12,December,Q4,Dec-2014,7,Sunday,FM-9,FQ-3
20141215,15-12-2014,2014,12,December,Q4,Dec-2014,1,Monday,FM-9,FQ-3
20141216,16-12-2014,2014,12,December,Q4,Dec-2014,2,Tuesday,FM-9,FQ-3
20141217,17-12-2014,2014,12,December,Q4,Dec-2014,3,Wednesday,FM-9,FQ-3
20141218,18-12-2014,2014,12,December,Q4,Dec-2014,4,Thursday,FM-9,FQ-3
20141219,19-12-2014,2014,12,December,Q4,Dec-2014,5,Friday,FM-9,FQ-3
20141220,20-12-2014,2014,12,December,Q4,Dec-2014,6,Saturday,FM-9,FQ-3
20141221,21-12-2014,2014,12,December,Q4,Dec-2014,7,Sunday,FM-9,FQ-3
20141222,22-12-2014,2014,12,December,Q4,Dec-2014,1,Monday,FM-9,FQ-3
20141223,23-12-2014,2014,12,December,Q4,Dec-2014,2,Tuesday,FM-9,FQ-3
20141224,24-12-2014,2014,12,December,Q4,Dec-2014,3,Wednesday,FM-9,FQ-3
20141225,25-12-2014,2014,12,December,Q4,Dec-2014,4,Thursday,FM-9,FQ-3
20141226,26-12-2014,2014,12,December,Q4,Dec-2014,5,Friday,FM-9,FQ-3
20141227,27-12-2014,2014,12,December,Q4,Dec-2014,6,Saturday,FM-9,FQ-3
20141228,28-12-2014,2014,12,December,Q4,Dec-2014,7,Sunday,FM-9,FQ-3
20141229,29-12-2014,2014,12,December,Q4,Dec-2014,1,Monday,FM-9,FQ-3
20141230,30-12-2014,2014,12,December,Q4,Dec-2014,2,Tuesday,FM-9,FQ-3
20141231,31-12-2014,2014,12,December,Q4,Dec-2014,3,Wednesday,FM-9,FQ-3
20150101,01-01-2015,2015,1,January,Q1,Jan-2015,4,Thursday,FM-10,FQ-4
20150102,02-01-2015,2015,1,January,Q1,Jan-2015,5,Friday,FM-10,FQ-4
20150103,03-01-2015,2015,1,January,Q1,Jan-2015,6,Saturday,FM-10,FQ-4
20150104,04-01-2015,2015,1,January,Q1,Jan-2015,7,Sunday,FM-10,FQ-4
20150105,05-01-2015,2015,1,January,Q1,Jan-2015,1,Monday,FM-10,FQ-4
20150106,06-01-2015,2015,1,January,Q1,Jan-2015,2,Tuesday,FM-10,FQ-4
20150107,07-01-2015,2015,1,January,Q1,Jan-2015,3,Wednesday,FM-10,FQ-4
20150108,08-01-2015,2015,1,January,Q1,Jan-2015,4,Thursday,FM-10,FQ-4
20150109,09-01-2015,2015,1,January,Q1,Jan-2015,5,Friday,FM-10,FQ-4
20150110,10-01-2015,2015,1,January,Q1,Jan-2015,6,Saturday,FM-10,FQ-4
20150111,11-01-2015,2015,1,January,Q1,Jan-2015,7,Sunday,FM-10,FQ-4
20150112,12-01-2015,2015,1,January,Q1,Jan-2015,1,Monday,FM-10,FQ-4
20150113,13-01-2015,2015,1,January,Q1,Jan-2015,2,Tuesday,FM-10,FQ-4
20150114,14-01-2015,2015,1,January,Q1,Jan-2015,3,Wednesday,FM-10,FQ-4
20150115,15-01-2015,2015,1,January,Q1,Jan-2015,4,Thursday,FM-10,FQ-4
20150116,16-01-2015,2015,1,January,Q1,Jan-2015,5,Friday,FM-10,FQ-4
20150117,17-01-2015,2015,1,January,Q1,Jan-2015,6,Saturday,FM-10,FQ-4
20150118,18-01-2015,2015,1,January,Q1,Jan-2015,7,Sunday,FM-10,FQ-4
20150119,19-01-2015,2015,1,January,Q1,Jan-2015,1,Monday,FM-10,FQ-4
20150120,20-01-2015,2015,1,January,Q1,Jan-2015,2,Tuesday,FM-10,FQ-4
20150121,21-01-2015,2015,1,January,Q1,Jan-2015,3,Wednesday,FM-10,FQ-4
20150122,22-01-2015,2015,1,January,Q1,Jan-2015,4,Thursday,FM-10,FQ-4
20150123,23-01-2015,2015,1,January,Q1,Jan-2015,5,Friday,FM-10,FQ-4
20150124,24-01-2015,2015,1,January,Q1,Jan-2015,6,Saturday,FM-10,FQ-4
20150125,25-01-2015,2015,1,January,Q1,Jan-2015,7,Sunday,FM-10,FQ-4
20150126,26-01-2015,2015,1,January,Q1,Jan-2015,1,Monday,FM-10,FQ-4
20150127,27-01-2015,2015,1,January,Q1,Jan-2015,2,Tuesday,FM-10,FQ-4
20150128,28-01-2015,2015,1,January,Q1,Jan-2015,3,Wednesday,FM-10,FQ-4
20150129,29-01-2015,2015,1,January,Q1,Jan-2015,4,Thursday,FM-10,FQ-4
20150130,30-01-2015,2015,1,January,Q1,Jan-2015,5,Friday,FM-10,FQ-4
20150131,31-01-2015,2015,1,January,Q1,Jan-2015,6,Saturday,FM-10,FQ-4
20150201,01-02-2015,2015,2,February,Q1,Feb-2015,7,Sunday,FM-11,FQ-4
20150202,02-02-2015,2015,2,February,Q1,Feb-2015,1,Monday,FM-11,FQ-4
20150203,03-02-2015,2015,2,February,Q1,Feb-2015,2,Tuesday,FM-11,FQ-4
20150204,04-02-2015,2015,2,February,Q1,Feb-2015,3,Wednesday,FM-11,FQ-4
20150205,05-02-2015,2015,2,February,Q1,Feb-2015,4,Thursday,FM-11,FQ-4
20150206,06-02-2015,2015,2,February,Q1,Feb-2015,5,Friday,FM-11,FQ-4
20150207,07-02-2015,2015,2,February,Q1,Feb-2015,6,Saturday,FM-11,FQ-4
20150208,08-02-2015,2015,2,February,Q1,Feb-2015,7,Sunday,FM-11,FQ-4
20150209,09-02-2015,2015,2,February,Q1,Feb-2015,1,Monday,FM-11,FQ-4
20150210,10-02-2015,2015,2,February,Q1,Feb-2015,2,Tuesday,FM-11,FQ-4
20150211,11-02-2015,2015,2,February,Q1,Feb-2015,3,Wednesday,FM-11,FQ-4
20150212,12-02-2015,2015,2,February,Q1,Feb-2015,4,Thursday,FM-11,FQ-4
20150213,13-02-2015,2015,2,February,Q1,Feb-2015,5,Friday,FM-11,FQ-4
20150214,14-02-2015,2015,2,February,Q1,Feb-2015,6,Saturday,FM-11,FQ-4
20150215,15-02-2015,2015,2,February,Q1,Feb-2015,7,Sunday,FM-11,FQ-4
20150216,16-02-2015,2015,2,February,Q1,Feb-2015,1,Monday,FM-11,FQ-4
20150217,17-02-2015,2015,2,February,Q1,Feb-2015,2,Tuesday,FM-11,FQ-4
20150218,18-02-2015,2015,2,February,Q1,Feb-2015,3,Wednesday,FM-11,FQ-4
20150219,19-02-2015,2015,2,February,Q1,Feb-2015,4,Thursday,FM-11,FQ-4
20150220,20-02-2015,2015,2,February,Q1,Feb-2015,5,Friday,FM-11,FQ-4
20150221,21-02-2015,2015,2,February,Q1,Feb-2015,6,Saturday,FM-11,FQ-4
20150222,22-02-2015,2015,2,February,Q1,Feb-2015,7,Sunday,FM-11,FQ-4
20150223,23-02-2015,2015,2,February,Q1,Feb-2015,1,Monday,FM-11,FQ-4
20150224,24-02-2015,2015,2,February,Q1,Feb-2015,2,Tuesday,FM-11,FQ-4
20150225,25-02-2015,2015,2,February,Q1,Feb-2015,3,Wednesday,FM-11,FQ-4
20150226,26-02-2015,2015,2,February,Q1,Feb-2015,4,Thursday,FM-11,FQ-4
20150227,27-02-2015,2015,2,February,Q1,Feb-2015,5,Friday,FM-11,FQ-4
20150228,28-02-2015,2015,2,February,Q1,Feb-2015,6,Saturday,FM-11,FQ-4
20150301,01-03-2015,2015,3,March,Q1,Mar-2015,7,Sunday,FM-12,FQ-4
20150302,02-03-2015,2015,3,March,Q1,Mar-2015,1,Monday,FM-12,FQ-4
20150303,03-03-2015,2015,3,March,Q1,Mar-2015,2,Tuesday,FM-12,FQ-4
20150304,04-03-2015,2015,3,March,Q1,Mar-2015,3,Wednesday,FM-12,FQ-4
20150305,05-03-2015,2015,3,March,Q1,Mar-2015,4,Thursday,FM-12,FQ-4
20150306,06-03-2015,2015,3,March,Q1,Mar-2015,5,Friday,FM-12,FQ-4
20150307,07-03-2015,2015,3,March,Q1,Mar-2015,6,Saturday,FM-12,FQ-4
20150308,08-03-2015,2015,3,March,Q1,Mar-2015,7,Sunday,FM-12,FQ-4
20150309,09-03-2015,2015,3,March,Q1,Mar-2015,1,Monday,FM-12,FQ-4
20150310,10-03-2015,2015,3,March,Q1,Mar-2015,2,Tuesday,FM-12,FQ-4
20150311,11-03-2015,2015,3,March,Q1,Mar-2015,3,Wednesday,FM-12,FQ-4
20150312,12-03-2015,2015,3,March,Q1,Mar-2015,4,Thursday,FM-12,FQ-4
20150313,13-03-2015,2015,3,March,Q1,Mar-2015,5,Friday,FM-12,FQ-4
20150314,14-03-2015,2015,3,March,Q1,Mar-2015,6,Saturday,FM-12,FQ-4
20150315,15-03-2015,2015,3,March,Q1,Mar-2015,7,Sunday,FM-12,FQ-4
20150316,16-03-2015,2015,3,March,Q1,Mar-2015,1,Monday,FM-12,FQ-4
20150317,17-03-2015,2015,3,March,Q1,Mar-2015,2,Tuesday,FM-12,FQ-4
20150318,18-03-2015,2015,3,March,Q1,Mar-2015,3,Wednesday,FM-12,FQ-4
20150319,19-03-2015,2015,3,March,Q1,Mar-2015,4,Thursday,FM-12,FQ-4
20150320,20-03-2015,2015,3,March,Q1,Mar-2015,5,Friday,FM-12,FQ-4
20150321,21-03-2015,2015,3,March,Q1,Mar-2015,6,Saturday,FM-12,FQ-4
20150322,22-03-2015,2015,3,March,Q1,Mar-2015,7,Sunday,FM-12,FQ-4
20150323,23-03-2015,2015,3,March,Q1,Mar-2015,1,Monday,FM-12,FQ-4
20150324,24-03-2015,2015,3,March,Q1,Mar-2015,2,Tuesday,FM-12,FQ-4
20150325,25-03-2015,2015,3,March,Q1,Mar-2015,3,Wednesday,FM-12,FQ-4
20150326,26-03-2015,2015,3,March,Q1,Mar-2015,4,Thursday,FM-12,FQ-4
20150327,27-03-2015,2015,3,March,Q1,Mar-2015,5,Friday,FM-12,FQ-4
20150328,28-03-2015,2015,3,March,Q1,Mar-2015,6,Saturday,FM-12,FQ-4
20150329,29-03-2015,2015,3,March,Q1,Mar-2015,7,Sunday,FM-12,FQ-4
20150330,30-03-2015,2015,3,March,Q1,Mar-2015,1,Monday,FM-12,FQ-4
20150331,31-03-2015,2015,3,March,Q1,Mar-2015,2,Tuesday,FM-12,FQ-4
20150401,01-04-2015,2015,4,April,Q2,Apr-2015,3,Wednesday,FM-1,FQ-1
20150402,02-04-2015,2015,4,April,Q2,Apr-2015,4,Thursday,FM-1,FQ-1
20150403,03-04-2015,2015,4,April,Q2,Apr-2015,5,Friday,FM-1,FQ-1
20150404,04-04-2015,2015,4,April,Q2,Apr-2015,6,Saturday,FM-1,FQ-1
20150405,05-04-2015,2015,4,April,Q2,Apr-2015,7,Sunday,FM-1,FQ-1
20150406,06-04-2015,2015,4,April,Q2,Apr-2015,1,Monday,FM-1,FQ-1
20150407,07-04-2015,2015,4,April,Q2,Apr-2015,2,Tuesday,FM-1,FQ-1
20150408,08-04-2015,2015,4,April,Q2,Apr-2015,3,Wednesday,FM-1,FQ-1
